"","place","room_type","price","neighbourhood_cleansed","minimum_nights"
"5328","Brussels","Entire home/apt",14,"Ixelles",3
"5329","Brussels","Entire home/apt",194,"Woluwe-Saint-Lambert",2
"5330","Brussels","Entire home/apt",266,"Ixelles",2
"5331","Brussels","Private room",172,"Molenbeek-Saint-Jean",2
"5332","Brussels","Private room",182,"Forest",1
"5333","Brussels","Entire home/apt",59,"Bruxelles",2
"5334","Brussels","Private room",14,"Saint-Gilles",2
"5335","Brussels","Entire home/apt",29,"Bruxelles",2
"5336","Brussels","Entire home/apt",182,"Ixelles",2
"5337","Brussels","Entire home/apt",50,"Ixelles",3
"5338","Brussels","Entire home/apt",249,"Ixelles",2
"5339","Brussels","Entire home/apt",234,"Bruxelles",3
"5340","Brussels","Private room",230,"Forest",2
"5341","Brussels","Private room",266,"Bruxelles",1
"5342","Brussels","Entire home/apt",203,"Bruxelles",3
"5343","Brussels","Private room",182,"Bruxelles",90
"5344","Brussels","Entire home/apt",66,"Jette",2
"5345","Brussels","Private room",36,"Saint-Gilles",2
"5346","Brussels","Entire home/apt",207,"Bruxelles",2
"5347","Brussels","Private room",214,"Schaerbeek",2
"5348","Brussels","Private room",131,"Auderghem",2
"5349","Brussels","Private room",167,"Ixelles",2
"5350","Brussels","Entire home/apt",259,"Schaerbeek",2
"5351","Brussels","Entire home/apt",256,"Auderghem",2
"5352","Brussels","Private room",183,"Bruxelles",2
"5353","Brussels","Entire home/apt",266,"Bruxelles",3
"5354","Brussels","Entire home/apt",249,"Schaerbeek",3
"5355","Brussels","Entire home/apt",286,"Bruxelles",2
"5356","Brussels","Entire home/apt",285,"Saint-Gilles",6
"5357","Brussels","Private room",245,"Saint-Josse-ten-Noode",1
"5358","Brussels","Private room",162,"Molenbeek-Saint-Jean",2
"5359","Brussels","Private room",138,"Evere",1
"5360","Brussels","Entire home/apt",234,"Bruxelles",2
"5361","Brussels","Entire home/apt",203,"Saint-Gilles",1
"5362","Brussels","Entire home/apt",266,"Schaerbeek",2
"5363","Brussels","Private room",243,"Bruxelles",1
"5364","Brussels","Private room",175,"Anderlecht",2
"5365","Brussels","Private room",214,"Schaerbeek",2
"5366","Brussels","Private room",162,"Anderlecht",2
"5367","Brussels","Entire home/apt",248,"Bruxelles",2
"5368","Brussels","Entire home/apt",223,"Ixelles",2
"5369","Brussels","Entire home/apt",223,"Bruxelles",4
"5370","Brussels","Entire home/apt",203,"Ixelles",3
"5371","Brussels","Entire home/apt",119,"Ixelles",4
"5372","Brussels","Entire home/apt",234,"Ixelles",3
"5373","Brussels","Private room",225,"Bruxelles",3
"5374","Brussels","Private room",214,"Etterbeek",2
"5375","Brussels","Private room",138,"Bruxelles",90
"5376","Brussels","Entire home/apt",298,"Etterbeek",2
"5377","Brussels","Private room",138,"Etterbeek",3
"5378","Brussels","Entire home/apt",214,"Bruxelles",3
"5379","Brussels","Entire home/apt",99,"Bruxelles",2
"5380","Brussels","Entire home/apt",82,"Bruxelles",2
"5381","Brussels","Entire home/apt",256,"Saint-Gilles",3
"5382","Brussels","Entire home/apt",295,"Saint-Gilles",3
"5383","Brussels","Entire home/apt",36,"Bruxelles",2
"5384","Brussels","Private room",196,"Ixelles",2
"5385","Brussels","Entire home/apt",275,"Etterbeek",1
"5386","Brussels","Entire home/apt",266,"Schaerbeek",5
"5387","Brussels","Entire home/apt",234,"Bruxelles",7
"5388","Brussels","Entire home/apt",238,"Bruxelles",14
"5389","Brussels","Private room",259,"Watermael-Boitsfort",1
"5390","Brussels","Private room",138,"Schaerbeek",2
"5391","Brussels","Private room",259,"Uccle",2
"5392","Brussels","Entire home/apt",16,"Bruxelles",2
"5393","Brussels","Shared room",245,"Bruxelles",1
"5394","Brussels","Entire home/apt",249,"Bruxelles",2
"5395","Brussels","Private room",138,"Ixelles",4
"5396","Brussels","Private room",151,"Saint-Josse-ten-Noode",8
"5397","Brussels","Private room",214,"Ixelles",14
"5398","Brussels","Entire home/apt",271,"Ganshoren",3
"5399","Brussels","Private room",119,"Schaerbeek",90
"5400","Brussels","Entire home/apt",225,"Etterbeek",1
"5401","Brussels","Entire home/apt",289,"Bruxelles",90
"5402","Brussels","Entire home/apt",275,"Bruxelles",20
"5403","Brussels","Private room",151,"Ixelles",28
"5404","Brussels","Entire home/apt",275,"Saint-Gilles",7
"5405","Brussels","Entire home/apt",286,"Bruxelles",1
"5406","Brussels","Entire home/apt",281,"Bruxelles",1
"5407","Brussels","Entire home/apt",36,"Bruxelles",1
"5408","Brussels","Entire home/apt",182,"Bruxelles",3
"5409","Brussels","Entire home/apt",234,"Saint-Gilles",3
"5410","Brussels","Hotel room",286,"Bruxelles",2
"5411","Brussels","Entire home/apt",281,"Ixelles",7
"5412","Brussels","Private room",182,"Watermael-Boitsfort",1
"5413","Brussels","Private room",138,"Anderlecht",1
"5414","Brussels","Entire home/apt",249,"Bruxelles",2
"5415","Brussels","Entire home/apt",36,"Bruxelles",5
"5416","Brussels","Entire home/apt",160,"Bruxelles",1
"5417","Brussels","Private room",144,"Evere",1
"5418","Brussels","Private room",182,"Ixelles",20
"5419","Brussels","Entire home/apt",275,"Woluwe-Saint-Lambert",1
"5420","Brussels","Entire home/apt",272,"Bruxelles",1
"5421","Brussels","Private room",138,"Watermael-Boitsfort",2
"5422","Brussels","Entire home/apt",243,"Ixelles",3
"5423","Brussels","Entire home/apt",36,"Bruxelles",2
"5424","Brussels","Entire home/apt",63,"Schaerbeek",3
"5425","Brussels","Entire home/apt",203,"Bruxelles",4
"5426","Brussels","Private room",138,"Bruxelles",2
"5427","Brussels","Entire home/apt",266,"Anderlecht",3
"5428","Brussels","Entire home/apt",243,"Ixelles",2
"5429","Brussels","Entire home/apt",262,"Saint-Gilles",3
"5430","Brussels","Entire home/apt",36,"Forest",2
"5431","Brussels","Private room",162,"Etterbeek",1
"5432","Brussels","Entire home/apt",73,"Ixelles",14
"5433","Brussels","Entire home/apt",214,"Uccle",2
"5434","Brussels","Private room",162,"Etterbeek",7
"5435","Brussels","Entire home/apt",225,"Ixelles",15
"5436","Brussels","Entire home/apt",289,"Bruxelles",1
"5437","Brussels","Entire home/apt",217,"Saint-Josse-ten-Noode",4
"5438","Brussels","Entire home/apt",298,"Saint-Gilles",1
"5439","Brussels","Entire home/apt",223,"Etterbeek",2
"5440","Brussels","Entire home/apt",241,"Forest",4
"5441","Brussels","Private room",203,"Bruxelles",1
"5442","Brussels","Private room",138,"Evere",1
"5443","Brussels","Entire home/apt",162,"Bruxelles",90
"5444","Brussels","Entire home/apt",25,"Ixelles",10
"5445","Brussels","Private room",25,"Saint-Gilles",1
"5446","Brussels","Private room",106,"Watermael-Boitsfort",1
"5447","Brussels","Entire home/apt",295,"Ixelles",7
"5448","Brussels","Private room",225,"Molenbeek-Saint-Jean",1
"5449","Brussels","Entire home/apt",66,"Bruxelles",2
"5450","Brussels","Entire home/apt",45,"Bruxelles",30
"5451","Brussels","Entire home/apt",248,"Schaerbeek",1
"5452","Brussels","Entire home/apt",66,"Etterbeek",6
"5453","Brussels","Entire home/apt",272,"Ixelles",2
"5454","Brussels","Entire home/apt",30,"Ixelles",2
"5455","Brussels","Entire home/apt",286,"Bruxelles",2
"5456","Brussels","Entire home/apt",275,"Bruxelles",2
"5457","Brussels","Private room",249,"Uccle",1
"5458","Brussels","Entire home/apt",234,"Uccle",2
"5459","Brussels","Private room",162,"Uccle",1
"5460","Brussels","Entire home/apt",14,"Saint-Josse-ten-Noode",2
"5461","Brussels","Entire home/apt",173,"Woluwe-Saint-Pierre",2
"5462","Brussels","Entire home/apt",196,"Forest",1
"5463","Brussels","Private room",225,"Forest",2
"5464","Brussels","Private room",185,"Ixelles",6
"5465","Brussels","Entire home/apt",225,"Ixelles",3
"5466","Brussels","Entire home/apt",25,"Molenbeek-Saint-Jean",26
"5467","Brussels","Entire home/apt",256,"Ixelles",2
"5468","Brussels","Private room",203,"Etterbeek",1
"5469","Brussels","Entire home/apt",151,"Bruxelles",15
"5470","Brussels","Entire home/apt",196,"Woluwe-Saint-Pierre",3
"5471","Brussels","Private room",154,"Saint-Gilles",3
"5472","Brussels","Entire home/apt",295,"Bruxelles",2
"5473","Brussels","Entire home/apt",214,"Saint-Gilles",3
"5474","Brussels","Entire home/apt",90,"Bruxelles",2
"5475","Brussels","Private room",172,"Schaerbeek",1
"5476","Brussels","Entire home/apt",275,"Ixelles",2
"5477","Brussels","Private room",178,"Bruxelles",2
"5478","Brussels","Entire home/apt",256,"Etterbeek",2
"5479","Brussels","Entire home/apt",266,"Bruxelles",3
"5480","Brussels","Entire home/apt",275,"Bruxelles",3
"5481","Brussels","Entire home/apt",275,"Forest",3
"5482","Brussels","Entire home/apt",241,"Etterbeek",2
"5483","Brussels","Private room",225,"Bruxelles",1
"5484","Brussels","Entire home/apt",90,"Bruxelles",1
"5485","Brussels","Entire home/apt",228,"Bruxelles",2
"5486","Brussels","Entire home/apt",203,"Saint-Gilles",27
"5487","Brussels","Entire home/apt",271,"Forest",3
"5488","Brussels","Entire home/apt",275,"Etterbeek",91
"5489","Brussels","Private room",234,"Ixelles",2
"5490","Brussels","Private room",175,"Evere",1
"5491","Brussels","Private room",89,"Ixelles",1
"5492","Brussels","Entire home/apt",288,"Bruxelles",2
"5493","Brussels","Entire home/apt",268,"Ixelles",3
"5494","Brussels","Entire home/apt",241,"Saint-Josse-ten-Noode",1
"5495","Brussels","Entire home/apt",234,"Bruxelles",91
"5496","Brussels","Entire home/apt",214,"Ixelles",3
"5497","Brussels","Entire home/apt",259,"Bruxelles",1
"5498","Brussels","Entire home/apt",232,"Ixelles",2
"5499","Brussels","Entire home/apt",225,"Anderlecht",2
"5500","Brussels","Entire home/apt",275,"Bruxelles",12
"5501","Brussels","Entire home/apt",275,"Ixelles",2
"5502","Brussels","Entire home/apt",234,"Ixelles",2
"5503","Brussels","Hotel room",272,"Bruxelles",1
"5504","Brussels","Hotel room",241,"Bruxelles",1
"5505","Brussels","Private room",106,"Forest",1
"5506","Brussels","Private room",185,"Ixelles",4
"5507","Brussels","Entire home/apt",237,"Schaerbeek",3
"5508","Brussels","Entire home/apt",3,"Jette",24
"5509","Brussels","Entire home/apt",36,"Bruxelles",2
"5510","Brussels","Entire home/apt",14,"Saint-Gilles",2
"5511","Brussels","Private room",203,"Saint-Gilles",2
"5512","Brussels","Private room",215,"Bruxelles",1
"5513","Brussels","Private room",243,"Saint-Gilles",1
"5514","Brussels","Entire home/apt",36,"Bruxelles",2
"5515","Brussels","Entire home/apt",243,"Forest",2
"5516","Brussels","Entire home/apt",214,"Schaerbeek",4
"5517","Brussels","Entire home/apt",30,"Bruxelles",2
"5518","Brussels","Entire home/apt",249,"Ixelles",3
"5519","Brussels","Private room",138,"Schaerbeek",3
"5520","Brussels","Private room",203,"Uccle",1
"5521","Brussels","Entire home/apt",281,"Bruxelles",2
"5522","Brussels","Private room",154,"Anderlecht",1
"5523","Brussels","Entire home/apt",259,"Woluwe-Saint-Lambert",1
"5524","Brussels","Entire home/apt",207,"Anderlecht",1
"5525","Brussels","Entire home/apt",162,"Bruxelles",1
"5526","Brussels","Entire home/apt",225,"Ixelles",2
"5527","Brussels","Private room",182,"Etterbeek",2
"5528","Brussels","Entire home/apt",214,"Etterbeek",3
"5529","Brussels","Private room",289,"Bruxelles",20
"5530","Brussels","Entire home/apt",289,"Ixelles",2
"5531","Brussels","Entire home/apt",36,"Bruxelles",2
"5532","Brussels","Entire home/apt",295,"Bruxelles",2
"5533","Brussels","Entire home/apt",225,"Forest",2
"5534","Brussels","Private room",256,"Auderghem",1
"5535","Brussels","Private room",234,"Bruxelles",1
"5536","Brussels","Private room",203,"Auderghem",2
"5537","Brussels","Entire home/apt",275,"Etterbeek",2
"5538","Brussels","Entire home/apt",243,"Schaerbeek",2
"5539","Brussels","Entire home/apt",185,"Bruxelles",28
"5540","Brussels","Entire home/apt",225,"Ixelles",7
"5541","Brussels","Entire home/apt",264,"Bruxelles",2
"5542","Brussels","Private room",214,"Bruxelles",1
"5543","Brussels","Entire home/apt",209,"Bruxelles",2
"5544","Brussels","Entire home/apt",227,"Etterbeek",270
"5545","Brussels","Entire home/apt",249,"Watermael-Boitsfort",10
"5546","Brussels","Entire home/apt",284,"Bruxelles",1
"5547","Brussels","Private room",119,"Ixelles",1
"5548","Brussels","Private room",182,"Bruxelles",2
"5549","Brussels","Entire home/apt",225,"Bruxelles",1
"5550","Brussels","Entire home/apt",281,"Anderlecht",2
"5551","Brussels","Private room",234,"Auderghem",1
"5552","Brussels","Entire home/apt",275,"Bruxelles",2
"5553","Brussels","Entire home/apt",295,"Ixelles",2
"5554","Brussels","Private room",175,"Bruxelles",2
"5555","Brussels","Entire home/apt",27,"Etterbeek",3
"5556","Brussels","Entire home/apt",203,"Schaerbeek",10
"5557","Brussels","Entire home/apt",281,"Bruxelles",3
"5558","Brussels","Entire home/apt",196,"Ixelles",2
"5559","Brussels","Entire home/apt",289,"Molenbeek-Saint-Jean",3
"5560","Brussels","Entire home/apt",295,"Bruxelles",4
"5561","Brussels","Entire home/apt",243,"Bruxelles",1
"5562","Brussels","Entire home/apt",289,"Ixelles",1
"5563","Brussels","Private room",225,"Etterbeek",1
"5564","Brussels","Entire home/apt",266,"Etterbeek",2
"5565","Brussels","Entire home/apt",163,"Bruxelles",2
"5566","Brussels","Private room",138,"Etterbeek",4
"5567","Brussels","Entire home/apt",221,"Bruxelles",1
"5568","Brussels","Entire home/apt",113,"Forest",3
"5569","Brussels","Entire home/apt",225,"Bruxelles",3
"5570","Brussels","Entire home/apt",294,"Saint-Gilles",2
"5571","Brussels","Entire home/apt",203,"Schaerbeek",1
"5572","Brussels","Private room",138,"Bruxelles",1
"5573","Brussels","Private room",182,"Bruxelles",2
"5574","Brussels","Entire home/apt",225,"Ixelles",10
"5575","Brussels","Entire home/apt",227,"Ixelles",1
"5576","Brussels","Private room",162,"Forest",2
"5577","Brussels","Entire home/apt",271,"Saint-Gilles",2
"5578","Brussels","Entire home/apt",225,"Bruxelles",3
"5579","Brussels","Entire home/apt",207,"Schaerbeek",1
"5580","Brussels","Entire home/apt",46,"Woluwe-Saint-Lambert",1
"5581","Brussels","Entire home/apt",234,"Saint-Josse-ten-Noode",4
"5582","Brussels","Private room",182,"Schaerbeek",1
"5583","Brussels","Entire home/apt",243,"Saint-Gilles",2
"5584","Brussels","Private room",275,"Uccle",5
"5585","Brussels","Entire home/apt",223,"Saint-Josse-ten-Noode",3
"5586","Brussels","Entire home/apt",90,"Bruxelles",4
"5587","Brussels","Private room",182,"Schaerbeek",1
"5588","Brussels","Private room",167,"Anderlecht",2
"5589","Brussels","Entire home/apt",246,"Forest",1
"5590","Brussels","Entire home/apt",240,"Saint-Gilles",2
"5591","Brussels","Private room",281,"Uccle",2
"5592","Brussels","Private room",225,"Bruxelles",1
"5593","Brussels","Private room",194,"Saint-Gilles",2
"5594","Brussels","Private room",196,"Ixelles",1
"5595","Brussels","Entire home/apt",281,"Forest",1
"5596","Brussels","Entire home/apt",295,"Bruxelles",1
"5597","Brussels","Entire home/apt",280,"Bruxelles",1
"5598","Brussels","Private room",182,"Saint-Gilles",2
"5599","Brussels","Entire home/apt",36,"Ixelles",2
"5600","Brussels","Entire home/apt",225,"Ixelles",8
"5601","Brussels","Entire home/apt",280,"Bruxelles",1
"5602","Brussels","Private room",225,"Saint-Gilles",1
"5603","Brussels","Entire home/apt",221,"Bruxelles",1
"5604","Brussels","Entire home/apt",163,"Bruxelles",2
"5605","Brussels","Shared room",106,"Saint-Gilles",1
"5606","Brussels","Entire home/apt",275,"Saint-Gilles",2
"5607","Brussels","Entire home/apt",262,"Forest",2
"5608","Brussels","Entire home/apt",214,"Ixelles",4
"5609","Brussels","Entire home/apt",289,"Watermael-Boitsfort",10
"5610","Brussels","Entire home/apt",259,"Saint-Gilles",2
"5611","Brussels","Private room",182,"Ixelles",1
"5612","Brussels","Entire home/apt",134,"Schaerbeek",1
"5613","Brussels","Private room",144,"Schaerbeek",1
"5614","Brussels","Entire home/apt",249,"Etterbeek",2
"5615","Brussels","Entire home/apt",212,"Woluwe-Saint-Pierre",3
"5616","Brussels","Private room",178,"Ixelles",2
"5617","Brussels","Entire home/apt",107,"Ixelles",2
"5618","Brussels","Entire home/apt",66,"Bruxelles",2
"5619","Brussels","Entire home/apt",281,"Forest",3
"5620","Brussels","Entire home/apt",243,"Bruxelles",60
"5621","Brussels","Entire home/apt",196,"Ixelles",2
"5622","Brussels","Entire home/apt",225,"Saint-Gilles",2
"5623","Brussels","Entire home/apt",221,"Bruxelles",1
"5624","Brussels","Entire home/apt",221,"Bruxelles",1
"5625","Brussels","Private room",138,"Woluwe-Saint-Pierre",30
"5626","Brussels","Private room",162,"Evere",2
"5627","Brussels","Entire home/apt",266,"Ixelles",3
"5628","Brussels","Entire home/apt",289,"Saint-Gilles",2
"5629","Brussels","Private room",243,"Uccle",5
"5630","Brussels","Entire home/apt",261,"Bruxelles",1
"5631","Brussels","Entire home/apt",18,"Bruxelles",1
"5632","Brussels","Entire home/apt",18,"Bruxelles",1
"5633","Brussels","Entire home/apt",243,"Forest",2
"5634","Brussels","Private room",225,"Bruxelles",1
"5635","Brussels","Private room",249,"Schaerbeek",7
"5636","Brussels","Entire home/apt",261,"Bruxelles",1
"5637","Brussels","Entire home/apt",261,"Bruxelles",1
"5638","Brussels","Private room",182,"Bruxelles",2
"5639","Brussels","Private room",227,"Molenbeek-Saint-Jean",5
"5640","Brussels","Entire home/apt",243,"Etterbeek",5
"5641","Brussels","Entire home/apt",280,"Bruxelles",1
"5642","Brussels","Entire home/apt",269,"Uccle",2
"5643","Brussels","Entire home/apt",203,"Bruxelles",15
"5644","Brussels","Private room",259,"Schaerbeek",7
"5645","Brussels","Entire home/apt",249,"Saint-Gilles",90
"5646","Brussels","Entire home/apt",182,"Ixelles",4
"5647","Brussels","Private room",162,"Saint-Gilles",1
"5648","Brussels","Entire home/apt",249,"Saint-Josse-ten-Noode",3
"5649","Brussels","Entire home/apt",243,"Ixelles",2
"5650","Brussels","Private room",194,"Bruxelles",1
"5651","Brussels","Entire home/apt",225,"Etterbeek",1
"5652","Brussels","Entire home/apt",266,"Ixelles",2
"5653","Brussels","Private room",234,"Schaerbeek",5
"5654","Brussels","Private room",234,"Schaerbeek",5
"5655","Brussels","Private room",162,"Schaerbeek",1
"5656","Brussels","Private room",234,"Anderlecht",1
"5657","Brussels","Entire home/apt",225,"Woluwe-Saint-Lambert",1
"5658","Brussels","Entire home/apt",241,"Ixelles",2
"5659","Brussels","Entire home/apt",234,"Saint-Josse-ten-Noode",3
"5660","Brussels","Entire home/apt",234,"Forest",4
"5661","Brussels","Entire home/apt",249,"Uccle",7
"5662","Brussels","Entire home/apt",281,"Ixelles",5
"5663","Brussels","Entire home/apt",34,"Bruxelles",1
"5664","Brussels","Entire home/apt",34,"Bruxelles",1
"5665","Brussels","Entire home/apt",243,"Saint-Josse-ten-Noode",3
"5666","Brussels","Entire home/apt",162,"Saint-Gilles",4
"5667","Brussels","Entire home/apt",14,"Bruxelles",3
"5668","Brussels","Private room",162,"Jette",2
"5669","Brussels","Entire home/apt",182,"Etterbeek",4
"5670","Brussels","Entire home/apt",223,"Bruxelles",1
"5671","Brussels","Entire home/apt",194,"Ixelles",5
"5672","Brussels","Entire home/apt",243,"Watermael-Boitsfort",1
"5673","Brussels","Private room",214,"Forest",1
"5674","Brussels","Entire home/apt",223,"Etterbeek",1
"5675","Brussels","Private room",162,"Anderlecht",2
"5676","Brussels","Entire home/apt",225,"Uccle",7
"5677","Brussels","Entire home/apt",230,"Forest",3
"5678","Brussels","Private room",172,"Ixelles",1
"5679","Brussels","Entire home/apt",73,"Ixelles",3
"5680","Brussels","Entire home/apt",225,"Forest",5
"5681","Brussels","Entire home/apt",97,"Bruxelles",1
"5682","Brussels","Entire home/apt",256,"Woluwe-Saint-Lambert",2
"5683","Brussels","Entire home/apt",275,"Bruxelles",2
"5684","Brussels","Private room",249,"Bruxelles",2
"5685","Brussels","Private room",162,"Ixelles",3
"5686","Brussels","Private room",232,"Ixelles",2
"5687","Brussels","Entire home/apt",203,"Ixelles",1
"5688","Brussels","Private room",138,"Bruxelles",1
"5689","Brussels","Entire home/apt",142,"Saint-Gilles",20
"5690","Brussels","Private room",119,"Bruxelles",1
"5691","Brussels","Shared room",24,"Bruxelles",1
"5692","Brussels","Private room",203,"Schaerbeek",15
"5693","Brussels","Entire home/apt",225,"Forest",1
"5694","Brussels","Entire home/apt",46,"Uccle",6
"5695","Brussels","Private room",241,"Saint-Gilles",5
"5696","Brussels","Entire home/apt",41,"Etterbeek",3
"5697","Brussels","Entire home/apt",249,"Ixelles",5
"5698","Brussels","Entire home/apt",243,"Saint-Gilles",3
"5699","Brussels","Entire home/apt",249,"Saint-Gilles",3
"5700","Brussels","Entire home/apt",259,"Ixelles",1
"5701","Brussels","Private room",182,"Saint-Gilles",2
"5702","Brussels","Entire home/apt",225,"Schaerbeek",3
"5703","Brussels","Entire home/apt",217,"Molenbeek-Saint-Jean",2
"5704","Brussels","Entire home/apt",36,"Forest",3
"5705","Brussels","Entire home/apt",295,"Woluwe-Saint-Lambert",5
"5706","Brussels","Private room",106,"Ixelles",91
"5707","Brussels","Entire home/apt",225,"Ixelles",19
"5708","Brussels","Entire home/apt",25,"Bruxelles",1
"5709","Brussels","Entire home/apt",259,"Forest",1
"5710","Brussels","Entire home/apt",281,"Ixelles",1
"5711","Brussels","Private room",234,"Woluwe-Saint-Lambert",2
"5712","Brussels","Entire home/apt",249,"Saint-Josse-ten-Noode",2
"5713","Brussels","Entire home/apt",230,"Saint-Gilles",5
"5714","Brussels","Entire home/apt",65,"Etterbeek",30
"5715","Brussels","Entire home/apt",182,"Schaerbeek",3
"5716","Brussels","Entire home/apt",25,"Ixelles",2
"5717","Brussels","Private room",209,"Saint-Gilles",3
"5718","Brussels","Private room",138,"Jette",2
"5719","Brussels","Entire home/apt",259,"Bruxelles",1
"5720","Brussels","Entire home/apt",241,"Ixelles",3
"5721","Brussels","Private room",65,"Schaerbeek",1
"5722","Brussels","Entire home/apt",34,"Bruxelles",1
"5723","Brussels","Private room",89,"Saint-Gilles",2
"5724","Brussels","Entire home/apt",219,"Saint-Josse-ten-Noode",3
"5725","Brussels","Entire home/apt",225,"Ixelles",90
"5726","Brussels","Entire home/apt",264,"Ixelles",3
"5727","Brussels","Entire home/apt",246,"Saint-Josse-ten-Noode",2
"5728","Brussels","Private room",203,"Molenbeek-Saint-Jean",1
"5729","Brussels","Private room",194,"Schaerbeek",1
"5730","Brussels","Private room",162,"Anderlecht",2
"5731","Brussels","Entire home/apt",225,"Saint-Gilles",1
"5732","Brussels","Entire home/apt",286,"Ixelles",1
"5733","Brussels","Private room",138,"Ixelles",4
"5734","Brussels","Private room",217,"Bruxelles",2
"5735","Brussels","Entire home/apt",286,"Bruxelles",2
"5736","Brussels","Hotel room",275,"Bruxelles",2
"5737","Brussels","Hotel room",295,"Bruxelles",2
"5738","Brussels","Private room",138,"Woluwe-Saint-Lambert",2
"5739","Brussels","Private room",258,"Bruxelles",1
"5740","Brussels","Entire home/apt",18,"Ixelles",1
"5741","Brussels","Entire home/apt",275,"Schaerbeek",2
"5742","Brussels","Entire home/apt",240,"Etterbeek",2
"5743","Brussels","Entire home/apt",33,"Schaerbeek",3
"5744","Brussels","Entire home/apt",234,"Saint-Josse-ten-Noode",7
"5745","Brussels","Entire home/apt",285,"Etterbeek",2
"5746","Brussels","Private room",162,"Saint-Gilles",2
"5747","Brussels","Entire home/apt",259,"Ixelles",3
"5748","Brussels","Entire home/apt",280,"Bruxelles",3
"5749","Brussels","Entire home/apt",214,"Ixelles",7
"5750","Brussels","Entire home/apt",253,"Bruxelles",1
"5751","Brussels","Entire home/apt",203,"Saint-Gilles",3
"5752","Brussels","Entire home/apt",225,"Uccle",1
"5753","Brussels","Entire home/apt",234,"Ixelles",2
"5754","Brussels","Entire home/apt",25,"Bruxelles",1
"5755","Brussels","Entire home/apt",249,"Uccle",3
"5756","Brussels","Entire home/apt",275,"Schaerbeek",4
"5757","Brussels","Entire home/apt",30,"Saint-Gilles",2
"5758","Brussels","Entire home/apt",36,"Ixelles",2
"5759","Brussels","Private room",225,"Jette",3
"5760","Brussels","Private room",151,"Saint-Gilles",2
"5761","Brussels","Private room",162,"Woluwe-Saint-Lambert",2
"5762","Brussels","Private room",256,"Etterbeek",1
"5763","Brussels","Private room",138,"Bruxelles",1
"5764","Brussels","Entire home/apt",80,"Bruxelles",1
"5765","Brussels","Entire home/apt",14,"Ixelles",2
"5766","Brussels","Entire home/apt",281,"Bruxelles",3
"5767","Brussels","Entire home/apt",278,"Bruxelles",2
"5768","Brussels","Entire home/apt",142,"Ixelles",3
"5769","Brussels","Entire home/apt",225,"Forest",2
"5770","Brussels","Private room",106,"Ixelles",4
"5771","Brussels","Private room",182,"Forest",1
"5772","Brussels","Entire home/apt",241,"Bruxelles",2
"5773","Brussels","Entire home/apt",73,"Schaerbeek",1
"5774","Brussels","Private room",243,"Auderghem",2
"5775","Brussels","Entire home/apt",82,"Ixelles",2
"5776","Brussels","Entire home/apt",185,"Bruxelles",1
"5777","Brussels","Entire home/apt",214,"Ixelles",7
"5778","Brussels","Entire home/apt",34,"Bruxelles",1
"5779","Brussels","Private room",272,"Etterbeek",1
"5780","Brussels","Entire home/apt",225,"Saint-Gilles",5
"5781","Brussels","Entire home/apt",289,"Bruxelles",90
"5782","Brussels","Entire home/apt",249,"Saint-Gilles",2
"5783","Brussels","Entire home/apt",225,"Schaerbeek",20
"5784","Brussels","Entire home/apt",203,"Ixelles",2
"5785","Brussels","Private room",214,"Woluwe-Saint-Lambert",1
"5786","Brussels","Entire home/apt",182,"Ixelles",14
"5787","Brussels","Entire home/apt",14,"Bruxelles",1
"5788","Brussels","Entire home/apt",249,"Saint-Josse-ten-Noode",2
"5789","Brussels","Shared room",89,"Forest",1
"5790","Brussels","Entire home/apt",243,"Schaerbeek",14
"5791","Brussels","Private room",142,"Uccle",1
"5792","Brussels","Entire home/apt",214,"Bruxelles",2
"5793","Brussels","Entire home/apt",217,"Uccle",2
"5794","Brussels","Entire home/apt",19,"Etterbeek",1
"5795","Brussels","Entire home/apt",178,"Forest",1
"5796","Brussels","Entire home/apt",107,"Bruxelles",7
"5797","Brussels","Entire home/apt",234,"Uccle",2
"5798","Brussels","Entire home/apt",275,"Auderghem",2
"5799","Brussels","Private room",175,"Molenbeek-Saint-Jean",1
"5800","Brussels","Private room",203,"Etterbeek",1
"5801","Brussels","Entire home/apt",243,"Bruxelles",1
"5802","Brussels","Entire home/apt",243,"Forest",5
"5803","Brussels","Entire home/apt",243,"Bruxelles",1
"5804","Brussels","Entire home/apt",221,"Schaerbeek",3
"5805","Brussels","Entire home/apt",243,"Bruxelles",1
"5806","Brussels","Entire home/apt",243,"Bruxelles",1
"5807","Brussels","Entire home/apt",243,"Bruxelles",1
"5808","Brussels","Entire home/apt",243,"Saint-Gilles",2
"5809","Brussels","Entire home/apt",243,"Woluwe-Saint-Lambert",1
"5810","Brussels","Entire home/apt",225,"Uccle",2
"5811","Brussels","Entire home/apt",275,"Ixelles",1
"5812","Brussels","Private room",138,"Ixelles",2
"5813","Brussels","Entire home/apt",14,"Uccle",3
"5814","Brussels","Entire home/apt",266,"Bruxelles",1
"5815","Brussels","Entire home/apt",243,"Bruxelles",2
"5816","Brussels","Private room",106,"Etterbeek",7
"5817","Brussels","Entire home/apt",26,"Ixelles",3
"5818","Brussels","Entire home/apt",225,"Ixelles",2
"5819","Brussels","Private room",138,"Ixelles",2
"5820","Brussels","Entire home/apt",243,"Saint-Gilles",3
"5821","Brussels","Private room",162,"Uccle",1
"5822","Brussels","Entire home/apt",297,"Bruxelles",3
