"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"3397",5450,17395551,"https://www.airbnb.com/rooms/17395551",117594796,"https://www.airbnb.com/users/show/117594796","Gerald","2/22/2017","Brussels, Brussels, Belgium","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/7ab215cc-7fbe-44d6-ab14-2bf1ff981463.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7ab215cc-7fbe-44d6-ab14-2bf1ff981463.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Brussels, Brussels, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels","1020","Brussels","Brussels, Belgium","BE","Belgium",50.87893,4.34635,"f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$13.00 ","","","","",1,"$0.00 ",30,160,30,30,160,160,30,160,"t",0,0,17,17,"4/19/2020",2,1,"5/13/2017","11/22/2019",100,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.06,"Brussels"
"3398",5455,17446834,"https://www.airbnb.com/rooms/17446834",26735394,"https://www.airbnb.com/users/show/26735394","Eli","1/26/2015","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/dbd2de99-b853-4582-98ba-e4a6f96ab644.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/dbd2de99-b853-4582-98ba-e4a6f96ab644.jpg?aki_policy=profile_x_medium","Beguinage-Dixmude",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Beguinage-Dixmude","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85125,4.35221,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",NA,"$89.00 ","","","$200.00 ","$20.00 ",4,"$20.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",169,59,"3/19/2017","3/8/2020",87,9,8,9,9,10,9,NA,"f","f","strict_14_with_grace_period","f","f",3,3,0,0,4.49,"Brussels"
"3399",5456,17461786,"https://www.airbnb.com/rooms/17461786",38162032,"https://www.airbnb.com/users/show/38162032","Jhonny","7/11/2015","Brussels, Brussels, Belgium","within an hour","100%","98%","f","https://a0.muscache.com/im/pictures/user/e6e7cee7-58d7-40bd-aa6d-e1d8250316f8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e6e7cee7-58d7-40bd-aa6d-e1d8250316f8.jpg?aki_policy=profile_x_medium","Beguinage-Dixmude",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85545,4.35288,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",NA,"$80.00 ","","","","$25.00 ",2,"$10.00 ",2,9,2,2,9,9,2,9,"t",0,17,47,137,"4/19/2020",127,38,"3/31/2017","2/16/2020",93,10,10,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,3.41,"Brussels"
"3400",5460,17505509,"https://www.airbnb.com/rooms/17505509",19427428,"https://www.airbnb.com/users/show/19427428","Sweet Inn","8/4/2014","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_x_medium","Chatelain",94,94,"['email', 'phone', 'reviews']","t","f","Brussels, Bruxelles, Belgium","Saint-Josse-ten-Noode","Saint-Josse-ten-Noode",NA,"Brussel","Bruxelles","1210","Brussels","Brussels, Belgium","BE","Belgium",50.84886,4.37022,"t","Apartment","Entire home/apt",4,1,2,3,"Real Bed",NA,"$100.00 ","","","$400.00 ","$50.00 ",4,"$5.00 ",2,1125,2,4,1125,1125,2.8,1125,"t",3,22,52,203,"4/19/2020",53,9,"3/12/2017","1/10/2020",92,9,9,9,9,9,9,NA,"t","f","flexible","f","f",94,94,0,0,1.4,"Brussels"
"3401",5469,17568070,"https://www.airbnb.com/rooms/17568070",110508276,"https://www.airbnb.com/users/show/110508276","Aziza","1/8/2017","BE","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/a70cde70-5002-4726-a509-99709b8bf909.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a70cde70-5002-4726-a509-99709b8bf909.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1120","Brussels","Bruxelles, Belgium","BE","Belgium",50.90213,4.38513,"f","Apartment","Entire home/apt",1,1,1,1,"Real Bed",NA,"$28.00 ","","","$0.00 ","$0.00 ",1,"$0.00 ",15,1125,15,15,1125,1125,15,1125,"t",0,0,17,107,"4/19/2020",1,0,"3/2/2018","3/2/2018",100,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.04,"Brussels"
"3402",5472,17582093,"https://www.airbnb.com/rooms/17582093",68407699,"https://www.airbnb.com/users/show/68407699","Matteo","4/22/2016","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/e2b3710c-f80c-4679-917c-9d61573162bc.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e2b3710c-f80c-4679-917c-9d61573162bc.jpg?aki_policy=profile_x_medium","Louise",12,12,"['email', 'phone', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Chatelain","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.82905,4.36086,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$95.00 ","","","","$40.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",12,12,0,0,NA,"Brussels"
"3403",5474,17586775,"https://www.airbnb.com/rooms/17586775",119466293,"https://www.airbnb.com/users/show/119466293","Julia","3/6/2017","Brussels, Brussels, Belgium","within an hour","100%","64%","f","https://a0.muscache.com/im/pictures/user/b46da082-f996-411c-8d5e-d7cda63693af.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b46da082-f996-411c-8d5e-d7cda63693af.jpg?aki_policy=profile_x_medium","Sablon",3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Sablon","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.838,4.3596,"t","Condominium","Entire home/apt",3,2,2,2,"Real Bed",NA,"$180.00 ","","","$300.00 ","$70.00 ",1,"$0.00 ",2,150,1,2,150,150,2,150,"t",17,47,77,167,"4/19/2020",5,0,"5/3/2017","11/6/2018",100,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",3,3,0,0,0.14,"Brussels"
"3404",5477,17596443,"https://www.airbnb.com/rooms/17596443",104024911,"https://www.airbnb.com/users/show/104024911","Camille","11/16/2016","Brussels, Brussels, Belgium","N/A","N/A","0%","f","https://a0.muscache.com/im/pictures/user/c3ebf83a-0c60-431a-8da0-50050171d9e8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c3ebf83a-0c60-431a-8da0-50050171d9e8.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']","t","f","Bruxelles, Bruxelles, Belgium","Dansaert","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.8517,4.34011,"t","Apartment","Private room",4,1,1,2,"Real Bed",NA,"$34.00 ","","","","",1,"$5.00 ",2,1124,2,2,1124,1124,2,1124,"t",0,0,0,0,"4/19/2020",29,0,"4/13/2017","7/11/2018",92,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,0,1,0,0.79,"Brussels"
"3405",5479,17603230,"https://www.airbnb.com/rooms/17603230",102877358,"https://www.airbnb.com/users/show/102877358","C鑼卍ric","11/7/2016","Bogota, Bogota, Colombia","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_x_medium","Grand Place",25,25,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Uccle","Bruxelles",NA,"Brussel","Bruxelles","","Brussels","Bruxelles, Belgium","BE","Belgium",50.82202,4.36977,"f","Apartment","Entire home/apt",4,2.5,2,2,"Real Bed",NA,"$75.00 ","","","$500.00 ","$35.00 ",3,"$12.00 ",3,1125,3,3,1125,1125,3,1125,"t",30,60,90,135,"4/19/2020",60,13,"3/15/2017","2/17/2020",90,9,9,9,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",23,23,0,0,1.59,"Brussels"
"3406",5480,17604797,"https://www.airbnb.com/rooms/17604797",119646299,"https://www.airbnb.com/users/show/119646299","Laura","3/7/2017","Brussels, Brussels, Belgium","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/7a3f0de1-6f9c-4009-b9c9-45be8d9ba125.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7a3f0de1-6f9c-4009-b9c9-45be8d9ba125.jpg?aki_policy=profile_x_medium","Squares",2,2,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84653,4.38586,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$80.00 ","","","$200.00 ","$55.00 ",2,"$20.00 ",3,30,2,2,30,30,2,30,"t",0,0,0,0,"4/19/2020",27,1,"4/22/2017","10/18/2019",95,10,9,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,0.74,"Brussels"
"3407",5483,17631133,"https://www.airbnb.com/rooms/17631133",119902996,"https://www.airbnb.com/users/show/119902996","Alice","3/9/2017","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/eac31d80-550d-4fe2-a18e-bfe6d605c307.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/eac31d80-550d-4fe2-a18e-bfe6d605c307.jpg?aki_policy=profile_x_medium","Anneessens",1,1,"['email', 'phone', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Anneessens","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84333,4.34354,"t","Apartment","Private room",2,1.5,1,1,"Real Bed",NA,"$50.00 ","","","","",2,"$25.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",1,0,"3/18/2017","3/18/2017",100,10,10,10,10,10,8,NA,"f","f","flexible","f","f",1,0,1,0,0.03,"Brussels"
"3408",5484,17637248,"https://www.airbnb.com/rooms/17637248",119466293,"https://www.airbnb.com/users/show/119466293","Julia","3/6/2017","Brussels, Brussels, Belgium","within an hour","100%","64%","f","https://a0.muscache.com/im/pictures/user/b46da082-f996-411c-8d5e-d7cda63693af.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b46da082-f996-411c-8d5e-d7cda63693af.jpg?aki_policy=profile_x_medium","Sablon",3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.83976,4.36093,"t","Condominium","Entire home/apt",3,2.5,2,3,"Real Bed",NA,"$180.00 ","","","$300.00 ","$70.00 ",1,"$0.00 ",1,365,1,1,365,365,1,365,"t",25,55,85,175,"4/19/2020",7,1,"5/11/2017","9/15/2019",93,9,9,8,9,9,9,NA,"f","f","flexible","f","f",3,3,0,0,0.2,"Brussels"
"3409",5485,17649930,"https://www.airbnb.com/rooms/17649930",7697820,"https://www.airbnb.com/users/show/7697820","Dan, Alice & Konrad","7/24/2013","Brussels, Brussels, Belgium","within an hour","100%","98%","f","https://a0.muscache.com/im/pictures/user/16fe5b51-fba0-42a8-b2b7-44a12cfadfc5.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/16fe5b51-fba0-42a8-b2b7-44a12cfadfc5.jpg?aki_policy=profile_x_medium","Bruxelles-Ville",5,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","t","t","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1020","Brussels","Bruxelles, Belgium","BE","Belgium",50.87383,4.34945,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed",NA,"$52.00 ","","","$250.00 ","$20.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",1,31,61,336,"4/19/2020",75,25,"3/23/2017","3/9/2020",90,10,9,10,10,9,9,NA,"f","f","moderate","f","f",5,5,0,0,2,"Brussels"
"3410",5492,17707324,"https://www.airbnb.com/rooms/17707324",5383958,"https://www.airbnb.com/users/show/5383958","Bruno","3/9/2013","Luxembourg","within a few hours","90%","67%","f","https://a0.muscache.com/im/pictures/user/ea0c2b2e-6960-4ef1-b9c1-8d0f9e8b088d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ea0c2b2e-6960-4ef1-b9c1-8d0f9e8b088d.jpg?aki_policy=profile_x_medium","Grand Place",4,4,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84646,4.34899,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$9.00 ","","","$200.00 ","$50.00 ",1,"$0.00 ",2,5,2,2,5,5,2,5,"t",28,58,88,178,"4/19/2020",99,1,"3/24/2017","8/12/2019",75,8,8,8,8,9,8,NA,"f","f","moderate","f","f",1,1,0,0,2.64,"Brussels"
"3411",5495,17730002,"https://www.airbnb.com/rooms/17730002",120891364,"https://www.airbnb.com/users/show/120891364","Adrien","3/15/2017","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/b72e1592-6567-489c-9e5c-2221e8b55a4a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b72e1592-6567-489c-9e5c-2221e8b55a4a.jpg?aki_policy=profile_x_medium","Dansaert",4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Dansaert","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84974,4.35085,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed",NA,"$55.00 ","","","$150.00 ","$25.00 ",4,"$15.00 ",91,1125,91,91,1125,1125,91,1125,"t",30,60,90,180,"4/19/2020",86,24,"4/2/2017","12/29/2019",92,9,9,9,9,10,9,NA,"f","f","moderate","f","f",4,4,0,0,2.32,"Brussels"
"3412",5497,17756043,"https://www.airbnb.com/rooms/17756043",43530359,"https://www.airbnb.com/users/show/43530359","Amir","9/6/2015","Etterbeek, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/53d4629a-5801-4f3a-92dc-08671d767062.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/53d4629a-5801-4f3a-92dc-08671d767062.jpg?aki_policy=profile_x_medium","Dansaert",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Bruxelles, Bruxelles, Belgium","Dansaert","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84734,4.34758,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$70.00 ","","","","$10.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",6,0,"4/16/2017","9/22/2017",97,10,9,10,9,10,10,NA,"f","f","flexible","f","f",2,2,0,0,0.16,"Brussels"
"3413",5500,17776963,"https://www.airbnb.com/rooms/17776963",46402791,"https://www.airbnb.com/users/show/46402791","Eve","10/12/2015","Argentat, Aquitaine-Limousin-Poitou-Charentes, France","within an hour","100%","40%","f","https://a0.muscache.com/im/pictures/user/2e9c2bb2-b888-4130-a905-658f7d581895.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2e9c2bb2-b888-4130-a905-658f7d581895.jpg?aki_policy=profile_x_medium","Marolles",3,3,"['phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84002,4.34675,"t","Townhouse","Entire home/apt",4,1,2,1,"Real Bed",NA,"$80.00 ","","","","$50.00 ",1,"$15.00 ",12,60,12,12,60,60,12,60,"t",18,48,78,78,"4/19/2020",3,1,"3/19/2017","8/31/2019",100,10,10,10,9,10,10,NA,"f","f","strict_14_with_grace_period","f","f",2,2,0,0,0.08,"Brussels"
"3414",5502,17815341,"https://www.airbnb.com/rooms/17815341",33540640,"https://www.airbnb.com/users/show/33540640","Marie","5/17/2015","FR","within a day","100%","79%","f","https://a0.muscache.com/im/pictures/user/fcdca042-7f3b-48a7-8bc4-ed483d0c81ae.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/fcdca042-7f3b-48a7-8bc4-ed483d0c81ae.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Bruxelles, Bruxelles, Belgium","Ixelles","Ixelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.82782,4.36007,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$55.00 ","","","$200.00 ","$25.00 ",2,"$0.00 ",2,1144,2,2,1144,1144,2,1144,"t",30,60,90,365,"4/19/2020",51,8,"8/31/2017","3/1/2020",93,9,10,10,10,9,9,NA,"f","f","flexible","f","f",1,1,0,0,1.59,"Brussels"
"3415",5503,17815750,"https://www.airbnb.com/rooms/17815750",57456796,"https://www.airbnb.com/users/show/57456796","Chris","2/4/2016","Brussels, Brussels, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_x_medium","Stalingrad",11,11,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Sablon","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.8421,4.35522,"t","Bed and breakfast","Hotel room",4,1,1,2,"Real Bed",NA,"$79.00 ","","","$150.00 ","$15.00 ",2,"$12.00 ",1,1125,1,1,1125,1125,1,1125,"t",26,49,76,348,"4/19/2020",199,78,"4/12/2017","3/14/2020",89,9,10,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",7,1,4,0,5.41,"Brussels"
"3416",5504,17817617,"https://www.airbnb.com/rooms/17817617",57456796,"https://www.airbnb.com/users/show/57456796","Chris","2/4/2016","Brussels, Brussels, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_x_medium","Stalingrad",11,11,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Sablon","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84058,4.35635,"t","Bed and breakfast","Hotel room",4,1,1,2,"Real Bed",NA,"$59.00 ","","","$150.00 ","$15.00 ",2,"$10.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",27,35,54,298,"4/19/2020",190,61,"4/17/2017","3/11/2020",89,9,9,10,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",7,1,4,0,5.19,"Brussels"
"3417",5509,17838298,"https://www.airbnb.com/rooms/17838298",19427428,"https://www.airbnb.com/users/show/19427428","Sweet Inn","8/4/2014","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_x_medium","Chatelain",94,94,"['email', 'phone', 'reviews']","t","f","Brussels, Bruxelles, Belgium","Martyrs","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Brussels, Belgium","BE","Belgium",50.85125,4.3561,"t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",NA,"$120.00 ","","","$400.00 ","$50.00 ",6,"$5.00 ",2,1125,2,4,1125,1125,2.8,1125,"t",30,60,90,245,"4/19/2020",30,6,"5/26/2017","3/8/2020",91,9,8,10,10,10,9,NA,"t","f","flexible","f","f",94,94,0,0,0.85,"Brussels"
"3418",5512,17845568,"https://www.airbnb.com/rooms/17845568",57456796,"https://www.airbnb.com/users/show/57456796","Chris","2/4/2016","Brussels, Brussels, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_x_medium","Stalingrad",11,11,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Sablon","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84028,4.35547,"t","Bed and breakfast","Private room",10,3,3,5,"Real Bed",NA,"$450.00 ","","","$250.00 ","$120.00 ",8,"$8.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",25,53,83,358,"4/19/2020",16,0,"5/10/2017","1/1/2019",86,8,9,9,9,10,8,NA,"f","f","strict_14_with_grace_period","f","f",7,1,4,0,0.45,"Brussels"
"3419",5514,17852275,"https://www.airbnb.com/rooms/17852275",19427428,"https://www.airbnb.com/users/show/19427428","Sweet Inn","8/4/2014","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2f09a386-7280-45fa-b614-4aa82d81c49c.jpg?aki_policy=profile_x_medium","Chatelain",94,94,"['email', 'phone', 'reviews']","t","f","Brussels, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Brussels, Belgium","BE","Belgium",50.85049,4.35619,"t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",NA,"$120.00 ","","","$400.00 ","$50.00 ",6,"$5.00 ",2,1125,2,4,1125,1125,2.8,1125,"t",30,60,90,245,"4/19/2020",28,14,"3/31/2017","3/1/2020",86,9,9,9,10,10,9,NA,"t","f","flexible","f","f",94,94,0,0,0.75,"Brussels"
"3420",5517,17859924,"https://www.airbnb.com/rooms/17859924",120891364,"https://www.airbnb.com/users/show/120891364","Adrien","3/15/2017","BE","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/b72e1592-6567-489c-9e5c-2221e8b55a4a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b72e1592-6567-489c-9e5c-2221e8b55a4a.jpg?aki_policy=profile_x_medium","Dansaert",4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.8494,4.35029,"t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",NA,"$115.00 ","","","$200.00 ","$25.00 ",4,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,58,88,88,"4/19/2020",133,45,"4/15/2017","3/15/2020",94,10,9,10,10,10,9,NA,"t","f","moderate","f","f",4,4,0,0,3.62,"Brussels"
"3421",5521,17874363,"https://www.airbnb.com/rooms/17874363",41161396,"https://www.airbnb.com/users/show/41161396","Simon","8/11/2015","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/41161396/profile_pic/1439479386/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/41161396/profile_pic/1439479386/original.jpg?aki_policy=profile_x_medium","Martyrs",12,12,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Bruxelles, Bruxelles, Belgium","Martyrs","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.85569,4.35626,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed",NA,"$85.00 ","","","$200.00 ","$15.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",25,55,85,360,"4/19/2020",42,29,"4/1/2017","3/9/2020",90,10,10,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",11,11,0,0,1.13,"Brussels"
